title,artist,year,popularity,tags,phrases,reason
Shining Track,Kanye West,2006,91,"hip hop,2000s","shining,track,kanye west","Adjective+Type pattern: ""Shining Track"""
Blue Song,Eminem,2005,90,"hip hop,2000s","blue,song,eminem","Adjective+Type pattern: ""Blue Song"""
Red Song,Eminem,2007,95,"hip hop,2000s","red,song,eminem","Adjective+Type pattern: ""Red Song"""
Golden Song,Eminem,2009,91,"hip hop,2000s","golden,song,eminem","Adjective+Type pattern: ""Golden Song"""
Silver Song,Eminem,2000,97,"hip hop,2000s","silver,song,eminem","Adjective+Type pattern: ""Silver Song"""
Dark Song,Eminem,2009,82,"hip hop,2000s","dark,song,eminem","Adjective+Type pattern: ""Dark Song"""
Bright Song,Eminem,2002,89,"hip hop,2000s","bright,song,eminem","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Eminem,2009,84,"hip hop,2000s","sweet,song,eminem","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Eminem,2009,89,"hip hop,2000s","wild,song,eminem","Adjective+Type pattern: ""Wild Song"""
Free Song,Eminem,2000,80,"hip hop,2000s","free,song,eminem","Adjective+Type pattern: ""Free Song"""
Lost Song,Eminem,2005,85,"hip hop,2000s","lost,song,eminem","Exact match: ""Lost Song"""
Found Song,Eminem,2009,88,"hip hop,2000s","found,song,eminem","Exact match: ""Found Song"""
True Song,Eminem,2002,87,"hip hop,2000s","true,song,eminem","Exact match: ""True Song"""
Faded Song,Eminem,2001,86,"hip hop,2000s","faded,song,eminem","Adjective+Type pattern: ""Faded Song"""
Shining Song,Eminem,2008,81,"hip hop,2000s","shining,song,eminem","Adjective+Type pattern: ""Shining Song"""
Burning Song,Eminem,2007,88,"hip hop,2000s","burning,song,eminem","Adjective+Type pattern: ""Burning Song"""
Rising Song,Eminem,2007,92,"hip hop,2000s","rising,song,eminem","Adjective+Type pattern: ""Rising Song"""
Blue Track,Eminem,2006,92,"hip hop,2000s","blue,track,eminem","Adjective+Type pattern: ""Blue Track"""
Red Track,Eminem,2006,97,"hip hop,2000s","red,track,eminem","Adjective+Type pattern: ""Red Track"""
Golden Track,Eminem,2006,85,"hip hop,2000s","golden,track,eminem","Adjective+Type pattern: ""Golden Track"""
Silver Track,Eminem,2008,87,"hip hop,2000s","silver,track,eminem","Adjective+Type pattern: ""Silver Track"""
Dark Track,Eminem,2003,97,"hip hop,2000s","dark,track,eminem","Adjective+Type pattern: ""Dark Track"""
Bright Track,Eminem,2009,83,"hip hop,2000s","bright,track,eminem","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Eminem,2003,88,"hip hop,2000s","sweet,track,eminem","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Eminem,2005,94,"hip hop,2000s","wild,track,eminem","Adjective+Type pattern: ""Wild Track"""
Free Track,Eminem,2004,95,"hip hop,2000s","free,track,eminem","Adjective+Type pattern: ""Free Track"""
Lost Track,Eminem,2006,92,"hip hop,2000s","lost,track,eminem","Exact match: ""Lost Track"""
Found Track,Eminem,2007,92,"hip hop,2000s","found,track,eminem","Exact match: ""Found Track"""
True Track,Eminem,2003,83,"hip hop,2000s","true,track,eminem","Exact match: ""True Track"""
Faded Track,Eminem,2007,96,"hip hop,2000s","faded,track,eminem","Adjective+Type pattern: ""Faded Track"""
Shining Track,Eminem,2006,91,"hip hop,2000s","shining,track,eminem","Adjective+Type pattern: ""Shining Track"""
Blue Song,50 Cent,2009,85,"hip hop,2000s,gangsta","blue,song,50 cent","Adjective+Type pattern: ""Blue Song"""
Red Song,50 Cent,2005,96,"hip hop,2000s,gangsta","red,song,50 cent","Adjective+Type pattern: ""Red Song"""
Golden Song,50 Cent,2007,93,"hip hop,2000s,gangsta","golden,song,50 cent","Adjective+Type pattern: ""Golden Song"""
Silver Song,50 Cent,2008,91,"hip hop,2000s,gangsta","silver,song,50 cent","Adjective+Type pattern: ""Silver Song"""
Dark Song,50 Cent,2009,82,"hip hop,2000s,gangsta","dark,song,50 cent","Adjective+Type pattern: ""Dark Song"""
Bright Song,50 Cent,2007,79,"hip hop,2000s,gangsta","bright,song,50 cent","Adjective+Type pattern: ""Bright Song"""
Sweet Song,50 Cent,2008,85,"hip hop,2000s,gangsta","sweet,song,50 cent","Adjective+Type pattern: ""Sweet Song"""
Wild Song,50 Cent,2007,88,"hip hop,2000s,gangsta","wild,song,50 cent","Adjective+Type pattern: ""Wild Song"""
Free Song,50 Cent,2009,78,"hip hop,2000s,gangsta","free,song,50 cent","Adjective+Type pattern: ""Free Song"""
Lost Song,50 Cent,2007,84,"hip hop,2000s,gangsta","lost,song,50 cent","Exact match: ""Lost Song"""
Found Song,50 Cent,2007,86,"hip hop,2000s,gangsta","found,song,50 cent","Exact match: ""Found Song"""
True Song,50 Cent,2001,89,"hip hop,2000s,gangsta","true,song,50 cent","Exact match: ""True Song"""
Faded Song,50 Cent,2008,90,"hip hop,2000s,gangsta","faded,song,50 cent","Adjective+Type pattern: ""Faded Song"""
Shining Song,50 Cent,2003,95,"hip hop,2000s,gangsta","shining,song,50 cent","Adjective+Type pattern: ""Shining Song"""
Burning Song,50 Cent,2008,81,"hip hop,2000s,gangsta","burning,song,50 cent","Adjective+Type pattern: ""Burning Song"""
Rising Song,50 Cent,2005,94,"hip hop,2000s,gangsta","rising,song,50 cent","Adjective+Type pattern: ""Rising Song"""
Blue Track,50 Cent,2007,94,"hip hop,2000s,gangsta","blue,track,50 cent","Adjective+Type pattern: ""Blue Track"""
Red Track,50 Cent,2006,81,"hip hop,2000s,gangsta","red,track,50 cent","Adjective+Type pattern: ""Red Track"""
Golden Track,50 Cent,2002,86,"hip hop,2000s,gangsta","golden,track,50 cent","Adjective+Type pattern: ""Golden Track"""
Silver Track,50 Cent,2007,85,"hip hop,2000s,gangsta","silver,track,50 cent","Adjective+Type pattern: ""Silver Track"""
Blue Song,Lil Wayne,2002,80,"hip hop,2000s,southern","blue,song,lil wayne","Adjective+Type pattern: ""Blue Song"""
Red Song,Lil Wayne,2002,94,"hip hop,2000s,southern","red,song,lil wayne","Adjective+Type pattern: ""Red Song"""
Golden Song,Lil Wayne,2005,83,"hip hop,2000s,southern","golden,song,lil wayne","Adjective+Type pattern: ""Golden Song"""
Silver Song,Lil Wayne,2006,97,"hip hop,2000s,southern","silver,song,lil wayne","Adjective+Type pattern: ""Silver Song"""
Dark Song,Lil Wayne,2003,91,"hip hop,2000s,southern","dark,song,lil wayne","Adjective+Type pattern: ""Dark Song"""
Bright Song,Lil Wayne,2004,83,"hip hop,2000s,southern","bright,song,lil wayne","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Lil Wayne,2002,84,"hip hop,2000s,southern","sweet,song,lil wayne","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Lil Wayne,2001,78,"hip hop,2000s,southern","wild,song,lil wayne","Adjective+Type pattern: ""Wild Song"""
Free Song,Lil Wayne,2002,80,"hip hop,2000s,southern","free,song,lil wayne","Adjective+Type pattern: ""Free Song"""
Lost Song,Lil Wayne,2006,78,"hip hop,2000s,southern","lost,song,lil wayne","Exact match: ""Lost Song"""
Found Song,Lil Wayne,2001,93,"hip hop,2000s,southern","found,song,lil wayne","Exact match: ""Found Song"""
True Song,Lil Wayne,2006,94,"hip hop,2000s,southern","true,song,lil wayne","Exact match: ""True Song"""
Faded Song,Lil Wayne,2001,82,"hip hop,2000s,southern","faded,song,lil wayne","Adjective+Type pattern: ""Faded Song"""
Shining Song,Lil Wayne,2002,80,"hip hop,2000s,southern","shining,song,lil wayne","Adjective+Type pattern: ""Shining Song"""
Burning Song,Lil Wayne,2007,95,"hip hop,2000s,southern","burning,song,lil wayne","Adjective+Type pattern: ""Burning Song"""
Rising Song,Lil Wayne,2000,92,"hip hop,2000s,southern","rising,song,lil wayne","Adjective+Type pattern: ""Rising Song"""
Blue Track,Lil Wayne,2001,91,"hip hop,2000s,southern","blue,track,lil wayne","Adjective+Type pattern: ""Blue Track"""
Red Track,Lil Wayne,2005,86,"hip hop,2000s,southern","red,track,lil wayne","Adjective+Type pattern: ""Red Track"""
Golden Track,Lil Wayne,2008,83,"hip hop,2000s,southern","golden,track,lil wayne","Adjective+Type pattern: ""Golden Track"""
Silver Track,Lil Wayne,2005,87,"hip hop,2000s,southern","silver,track,lil wayne","Adjective+Type pattern: ""Silver Track"""
Dark Track,Lil Wayne,2000,89,"hip hop,2000s,southern","dark,track,lil wayne","Adjective+Type pattern: ""Dark Track"""
Bright Track,Lil Wayne,2005,85,"hip hop,2000s,southern","bright,track,lil wayne","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Lil Wayne,2002,92,"hip hop,2000s,southern","sweet,track,lil wayne","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Lil Wayne,2004,97,"hip hop,2000s,southern","wild,track,lil wayne","Adjective+Type pattern: ""Wild Track"""
Free Track,Lil Wayne,2002,86,"hip hop,2000s,southern","free,track,lil wayne","Adjective+Type pattern: ""Free Track"""
Blue Song,OutKast,2009,91,"hip hop,2000s,southern","blue,song,outkast","Adjective+Type pattern: ""Blue Song"""
Red Song,OutKast,2008,91,"hip hop,2000s,southern","red,song,outkast","Adjective+Type pattern: ""Red Song"""
Golden Song,OutKast,2003,94,"hip hop,2000s,southern","golden,song,outkast","Adjective+Type pattern: ""Golden Song"""
Silver Song,OutKast,2000,91,"hip hop,2000s,southern","silver,song,outkast","Adjective+Type pattern: ""Silver Song"""
Dark Song,OutKast,2008,81,"hip hop,2000s,southern","dark,song,outkast","Adjective+Type pattern: ""Dark Song"""
Bright Song,OutKast,2000,86,"hip hop,2000s,southern","bright,song,outkast","Adjective+Type pattern: ""Bright Song"""
Sweet Song,OutKast,2009,82,"hip hop,2000s,southern","sweet,song,outkast","Adjective+Type pattern: ""Sweet Song"""
Wild Song,OutKast,2000,87,"hip hop,2000s,southern","wild,song,outkast","Adjective+Type pattern: ""Wild Song"""
Free Song,OutKast,2007,92,"hip hop,2000s,southern","free,song,outkast","Adjective+Type pattern: ""Free Song"""
Lost Song,OutKast,2004,90,"hip hop,2000s,southern","lost,song,outkast","Exact match: ""Lost Song"""
Found Song,OutKast,2002,94,"hip hop,2000s,southern","found,song,outkast","Exact match: ""Found Song"""
True Song,OutKast,2000,80,"hip hop,2000s,southern","true,song,outkast","Exact match: ""True Song"""
Faded Song,OutKast,2001,92,"hip hop,2000s,southern","faded,song,outkast","Adjective+Type pattern: ""Faded Song"""
Shining Song,OutKast,2004,78,"hip hop,2000s,southern","shining,song,outkast","Adjective+Type pattern: ""Shining Song"""
Burning Song,OutKast,2008,91,"hip hop,2000s,southern","burning,song,outkast","Adjective+Type pattern: ""Burning Song"""
Rising Song,OutKast,2005,86,"hip hop,2000s,southern","rising,song,outkast","Adjective+Type pattern: ""Rising Song"""
Blue Track,OutKast,2003,92,"hip hop,2000s,southern","blue,track,outkast","Adjective+Type pattern: ""Blue Track"""
Red Track,OutKast,2006,91,"hip hop,2000s,southern","red,track,outkast","Adjective+Type pattern: ""Red Track"""
Golden Track,OutKast,2006,89,"hip hop,2000s,southern","golden,track,outkast","Adjective+Type pattern: ""Golden Track"""
Silver Track,OutKast,2000,88,"hip hop,2000s,southern","silver,track,outkast","Adjective+Type pattern: ""Silver Track"""
Dark Track,OutKast,2006,95,"hip hop,2000s,southern","dark,track,outkast","Adjective+Type pattern: ""Dark Track"""
Bright Track,OutKast,2008,80,"hip hop,2000s,southern","bright,track,outkast","Adjective+Type pattern: ""Bright Track"""
Sweet Track,OutKast,2003,95,"hip hop,2000s,southern","sweet,track,outkast","Adjective+Type pattern: ""Sweet Track"""
Wild Track,OutKast,2003,87,"hip hop,2000s,southern","wild,track,outkast","Adjective+Type pattern: ""Wild Track"""
Free Track,OutKast,2001,91,"hip hop,2000s,southern","free,track,outkast","Adjective+Type pattern: ""Free Track"""
Blue Song,Beyoncé,2005,92,"r&b,pop,2000s","blue,song,beyoncé","Adjective+Type pattern: ""Blue Song"""
Red Song,Beyoncé,2009,84,"r&b,pop,2000s","red,song,beyoncé","Adjective+Type pattern: ""Red Song"""
Golden Song,Beyoncé,2003,92,"r&b,pop,2000s","golden,song,beyoncé","Adjective+Type pattern: ""Golden Song"""
Silver Song,Beyoncé,2000,87,"r&b,pop,2000s","silver,song,beyoncé","Adjective+Type pattern: ""Silver Song"""
Dark Song,Beyoncé,2002,90,"r&b,pop,2000s","dark,song,beyoncé","Adjective+Type pattern: ""Dark Song"""
Bright Song,Beyoncé,2009,92,"r&b,pop,2000s","bright,song,beyoncé","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Beyoncé,2002,95,"r&b,pop,2000s","sweet,song,beyoncé","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Beyoncé,2006,81,"r&b,pop,2000s","wild,song,beyoncé","Adjective+Type pattern: ""Wild Song"""
Free Song,Beyoncé,2001,92,"r&b,pop,2000s","free,song,beyoncé","Adjective+Type pattern: ""Free Song"""
Lost Song,Beyoncé,2006,95,"r&b,pop,2000s","lost,song,beyoncé","Exact match: ""Lost Song"""
Found Song,Beyoncé,2005,93,"r&b,pop,2000s","found,song,beyoncé","Exact match: ""Found Song"""
True Song,Beyoncé,2003,83,"r&b,pop,2000s","true,song,beyoncé","Exact match: ""True Song"""
Faded Song,Beyoncé,2005,87,"r&b,pop,2000s","faded,song,beyoncé","Adjective+Type pattern: ""Faded Song"""
Shining Song,Beyoncé,2003,81,"r&b,pop,2000s","shining,song,beyoncé","Adjective+Type pattern: ""Shining Song"""
Burning Song,Beyoncé,2004,78,"r&b,pop,2000s","burning,song,beyoncé","Adjective+Type pattern: ""Burning Song"""
Rising Song,Beyoncé,2008,78,"r&b,pop,2000s","rising,song,beyoncé","Adjective+Type pattern: ""Rising Song"""
Blue Track,Beyoncé,2008,95,"r&b,pop,2000s","blue,track,beyoncé","Adjective+Type pattern: ""Blue Track"""
Red Track,Beyoncé,2004,81,"r&b,pop,2000s","red,track,beyoncé","Adjective+Type pattern: ""Red Track"""
Golden Track,Beyoncé,2008,82,"r&b,pop,2000s","golden,track,beyoncé","Adjective+Type pattern: ""Golden Track"""
Silver Track,Beyoncé,2007,97,"r&b,pop,2000s","silver,track,beyoncé","Adjective+Type pattern: ""Silver Track"""
Dark Track,Beyoncé,2007,78,"r&b,pop,2000s","dark,track,beyoncé","Adjective+Type pattern: ""Dark Track"""
Bright Track,Beyoncé,2002,86,"r&b,pop,2000s","bright,track,beyoncé","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Beyoncé,2003,91,"r&b,pop,2000s","sweet,track,beyoncé","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Beyoncé,2007,79,"r&b,pop,2000s","wild,track,beyoncé","Adjective+Type pattern: ""Wild Track"""
Free Track,Beyoncé,2006,81,"r&b,pop,2000s","free,track,beyoncé","Adjective+Type pattern: ""Free Track"""
Blue Song,Usher,2001,86,"r&b,2000s","blue,song,usher","Adjective+Type pattern: ""Blue Song"""
Red Song,Usher,2008,95,"r&b,2000s","red,song,usher","Adjective+Type pattern: ""Red Song"""
Golden Song,Usher,2003,87,"r&b,2000s","golden,song,usher","Adjective+Type pattern: ""Golden Song"""
Silver Song,Usher,2003,83,"r&b,2000s","silver,song,usher","Adjective+Type pattern: ""Silver Song"""
Dark Song,Usher,2002,83,"r&b,2000s","dark,song,usher","Adjective+Type pattern: ""Dark Song"""
Bright Song,Usher,2009,97,"r&b,2000s","bright,song,usher","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Usher,2005,89,"r&b,2000s","sweet,song,usher","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Usher,2001,88,"r&b,2000s","wild,song,usher","Adjective+Type pattern: ""Wild Song"""
Free Song,Usher,2002,89,"r&b,2000s","free,song,usher","Adjective+Type pattern: ""Free Song"""
Lost Song,Usher,2009,92,"r&b,2000s","lost,song,usher","Exact match: ""Lost Song"""
Found Song,Usher,2004,93,"r&b,2000s","found,song,usher","Exact match: ""Found Song"""
True Song,Usher,2009,79,"r&b,2000s","true,song,usher","Exact match: ""True Song"""
Faded Song,Usher,2002,86,"r&b,2000s","faded,song,usher","Adjective+Type pattern: ""Faded Song"""
Shining Song,Usher,2008,84,"r&b,2000s","shining,song,usher","Adjective+Type pattern: ""Shining Song"""
Burning Song,Usher,2007,94,"r&b,2000s","burning,song,usher","Adjective+Type pattern: ""Burning Song"""
Rising Song,Usher,2008,92,"r&b,2000s","rising,song,usher","Adjective+Type pattern: ""Rising Song"""
Blue Track,Usher,2009,93,"r&b,2000s","blue,track,usher","Adjective+Type pattern: ""Blue Track"""
Red Track,Usher,2005,78,"r&b,2000s","red,track,usher","Adjective+Type pattern: ""Red Track"""
Golden Track,Usher,2005,93,"r&b,2000s","golden,track,usher","Adjective+Type pattern: ""Golden Track"""
Silver Track,Usher,2002,90,"r&b,2000s","silver,track,usher","Adjective+Type pattern: ""Silver Track"""
Blue Song,Alicia Keys,2001,94,"r&b,soul,2000s","blue,song,alicia keys","Adjective+Type pattern: ""Blue Song"""
Red Song,Alicia Keys,2003,91,"r&b,soul,2000s","red,song,alicia keys","Adjective+Type pattern: ""Red Song"""
Golden Song,Alicia Keys,2008,80,"r&b,soul,2000s","golden,song,alicia keys","Adjective+Type pattern: ""Golden Song"""
Silver Song,Alicia Keys,2007,96,"r&b,soul,2000s","silver,song,alicia keys","Adjective+Type pattern: ""Silver Song"""
Dark Song,Alicia Keys,2008,85,"r&b,soul,2000s","dark,song,alicia keys","Adjective+Type pattern: ""Dark Song"""
Bright Song,Alicia Keys,2009,91,"r&b,soul,2000s","bright,song,alicia keys","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Alicia Keys,2009,96,"r&b,soul,2000s","sweet,song,alicia keys","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Alicia Keys,2001,92,"r&b,soul,2000s","wild,song,alicia keys","Adjective+Type pattern: ""Wild Song"""
Free Song,Alicia Keys,2005,92,"r&b,soul,2000s","free,song,alicia keys","Adjective+Type pattern: ""Free Song"""
Lost Song,Alicia Keys,2009,85,"r&b,soul,2000s","lost,song,alicia keys","Exact match: ""Lost Song"""
Found Song,Alicia Keys,2000,81,"r&b,soul,2000s","found,song,alicia keys","Exact match: ""Found Song"""
True Song,Alicia Keys,2009,87,"r&b,soul,2000s","true,song,alicia keys","Exact match: ""True Song"""
Faded Song,Alicia Keys,2008,93,"r&b,soul,2000s","faded,song,alicia keys","Adjective+Type pattern: ""Faded Song"""
Shining Song,Alicia Keys,2005,89,"r&b,soul,2000s","shining,song,alicia keys","Adjective+Type pattern: ""Shining Song"""
Burning Song,Alicia Keys,2007,80,"r&b,soul,2000s","burning,song,alicia keys","Adjective+Type pattern: ""Burning Song"""
Rising Song,Alicia Keys,2006,95,"r&b,soul,2000s","rising,song,alicia keys","Adjective+Type pattern: ""Rising Song"""
Blue Track,Alicia Keys,2004,94,"r&b,soul,2000s","blue,track,alicia keys","Adjective+Type pattern: ""Blue Track"""
Red Track,Alicia Keys,2003,90,"r&b,soul,2000s","red,track,alicia keys","Adjective+Type pattern: ""Red Track"""
Golden Track,Alicia Keys,2004,97,"r&b,soul,2000s","golden,track,alicia keys","Adjective+Type pattern: ""Golden Track"""
Silver Track,Alicia Keys,2006,91,"r&b,soul,2000s","silver,track,alicia keys","Adjective+Type pattern: ""Silver Track"""
Blue Song,Rihanna,2000,82,"pop,r&b,2000s","blue,song,rihanna","Adjective+Type pattern: ""Blue Song"""
Red Song,Rihanna,2008,95,"pop,r&b,2000s","red,song,rihanna","Adjective+Type pattern: ""Red Song"""
Golden Song,Rihanna,2009,83,"pop,r&b,2000s","golden,song,rihanna","Adjective+Type pattern: ""Golden Song"""
Silver Song,Rihanna,2008,88,"pop,r&b,2000s","silver,song,rihanna","Adjective+Type pattern: ""Silver Song"""
Dark Song,Rihanna,2006,95,"pop,r&b,2000s","dark,song,rihanna","Adjective+Type pattern: ""Dark Song"""
Bright Song,Rihanna,2000,80,"pop,r&b,2000s","bright,song,rihanna","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Rihanna,2001,85,"pop,r&b,2000s","sweet,song,rihanna","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Rihanna,2002,81,"pop,r&b,2000s","wild,song,rihanna","Adjective+Type pattern: ""Wild Song"""
Free Song,Rihanna,2001,93,"pop,r&b,2000s","free,song,rihanna","Adjective+Type pattern: ""Free Song"""
Lost Song,Rihanna,2003,84,"pop,r&b,2000s","lost,song,rihanna","Exact match: ""Lost Song"""
Found Song,Rihanna,2005,83,"pop,r&b,2000s","found,song,rihanna","Exact match: ""Found Song"""
True Song,Rihanna,2008,89,"pop,r&b,2000s","true,song,rihanna","Exact match: ""True Song"""
Faded Song,Rihanna,2001,90,"pop,r&b,2000s","faded,song,rihanna","Adjective+Type pattern: ""Faded Song"""
Shining Song,Rihanna,2001,90,"pop,r&b,2000s","shining,song,rihanna","Adjective+Type pattern: ""Shining Song"""
Burning Song,Rihanna,2007,95,"pop,r&b,2000s","burning,song,rihanna","Adjective+Type pattern: ""Burning Song"""
Rising Song,Rihanna,2007,82,"pop,r&b,2000s","rising,song,rihanna","Adjective+Type pattern: ""Rising Song"""
Blue Track,Rihanna,2001,89,"pop,r&b,2000s","blue,track,rihanna","Adjective+Type pattern: ""Blue Track"""
Red Track,Rihanna,2008,96,"pop,r&b,2000s","red,track,rihanna","Adjective+Type pattern: ""Red Track"""
Golden Track,Rihanna,2005,82,"pop,r&b,2000s","golden,track,rihanna","Adjective+Type pattern: ""Golden Track"""
Silver Track,Rihanna,2005,90,"pop,r&b,2000s","silver,track,rihanna","Adjective+Type pattern: ""Silver Track"""
Dark Track,Rihanna,2001,90,"pop,r&b,2000s","dark,track,rihanna","Adjective+Type pattern: ""Dark Track"""
Bright Track,Rihanna,2002,90,"pop,r&b,2000s","bright,track,rihanna","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Rihanna,2007,86,"pop,r&b,2000s","sweet,track,rihanna","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Rihanna,2000,81,"pop,r&b,2000s","wild,track,rihanna","Adjective+Type pattern: ""Wild Track"""
Free Track,Rihanna,2009,80,"pop,r&b,2000s","free,track,rihanna","Adjective+Type pattern: ""Free Track"""
Blue Song,Kelly Clarkson,2003,97,"pop,rock,2000s","blue,song,kelly clarkson","Adjective+Type pattern: ""Blue Song"""
Red Song,Kelly Clarkson,2002,85,"pop,rock,2000s","red,song,kelly clarkson","Adjective+Type pattern: ""Red Song"""
Golden Song,Kelly Clarkson,2005,92,"pop,rock,2000s","golden,song,kelly clarkson","Adjective+Type pattern: ""Golden Song"""
Silver Song,Kelly Clarkson,2000,97,"pop,rock,2000s","silver,song,kelly clarkson","Adjective+Type pattern: ""Silver Song"""
Dark Song,Kelly Clarkson,2006,97,"pop,rock,2000s","dark,song,kelly clarkson","Adjective+Type pattern: ""Dark Song"""
Bright Song,Kelly Clarkson,2008,86,"pop,rock,2000s","bright,song,kelly clarkson","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Kelly Clarkson,2006,83,"pop,rock,2000s","sweet,song,kelly clarkson","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Kelly Clarkson,2005,85,"pop,rock,2000s","wild,song,kelly clarkson","Adjective+Type pattern: ""Wild Song"""
Free Song,Kelly Clarkson,2007,92,"pop,rock,2000s","free,song,kelly clarkson","Adjective+Type pattern: ""Free Song"""
Lost Song,Kelly Clarkson,2006,91,"pop,rock,2000s","lost,song,kelly clarkson","Exact match: ""Lost Song"""
Found Song,Kelly Clarkson,2002,94,"pop,rock,2000s","found,song,kelly clarkson","Exact match: ""Found Song"""
True Song,Kelly Clarkson,2005,94,"pop,rock,2000s","true,song,kelly clarkson","Exact match: ""True Song"""
Faded Song,Kelly Clarkson,2009,80,"pop,rock,2000s","faded,song,kelly clarkson","Adjective+Type pattern: ""Faded Song"""
Shining Song,Kelly Clarkson,2004,95,"pop,rock,2000s","shining,song,kelly clarkson","Adjective+Type pattern: ""Shining Song"""
Burning Song,Kelly Clarkson,2008,82,"pop,rock,2000s","burning,song,kelly clarkson","Adjective+Type pattern: ""Burning Song"""
Rising Song,Kelly Clarkson,2001,86,"pop,rock,2000s","rising,song,kelly clarkson","Adjective+Type pattern: ""Rising Song"""
Blue Track,Kelly Clarkson,2008,87,"pop,rock,2000s","blue,track,kelly clarkson","Adjective+Type pattern: ""Blue Track"""
Red Track,Kelly Clarkson,2002,91,"pop,rock,2000s","red,track,kelly clarkson","Adjective+Type pattern: ""Red Track"""
Golden Track,Kelly Clarkson,2000,92,"pop,rock,2000s","golden,track,kelly clarkson","Adjective+Type pattern: ""Golden Track"""
Silver Track,Kelly Clarkson,2009,81,"pop,rock,2000s","silver,track,kelly clarkson","Adjective+Type pattern: ""Silver Track"""
Blue Song,Katy Perry,2003,89,"pop,2000s","blue,song,katy perry","Adjective+Type pattern: ""Blue Song"""
Red Song,Katy Perry,2009,95,"pop,2000s","red,song,katy perry","Adjective+Type pattern: ""Red Song"""
Golden Song,Katy Perry,2001,95,"pop,2000s","golden,song,katy perry","Adjective+Type pattern: ""Golden Song"""
Silver Song,Katy Perry,2000,83,"pop,2000s","silver,song,katy perry","Adjective+Type pattern: ""Silver Song"""
Dark Song,Katy Perry,2004,93,"pop,2000s","dark,song,katy perry","Adjective+Type pattern: ""Dark Song"""
Bright Song,Katy Perry,2001,89,"pop,2000s","bright,song,katy perry","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Katy Perry,2001,91,"pop,2000s","sweet,song,katy perry","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Katy Perry,2009,85,"pop,2000s","wild,song,katy perry","Adjective+Type pattern: ""Wild Song"""
Free Song,Katy Perry,2005,97,"pop,2000s","free,song,katy perry","Adjective+Type pattern: ""Free Song"""
Lost Song,Katy Perry,2000,85,"pop,2000s","lost,song,katy perry","Exact match: ""Lost Song"""
Found Song,Katy Perry,2008,97,"pop,2000s","found,song,katy perry","Exact match: ""Found Song"""
True Song,Katy Perry,2007,86,"pop,2000s","true,song,katy perry","Exact match: ""True Song"""
Faded Song,Katy Perry,2008,94,"pop,2000s","faded,song,katy perry","Adjective+Type pattern: ""Faded Song"""
Shining Song,Katy Perry,2000,87,"pop,2000s","shining,song,katy perry","Adjective+Type pattern: ""Shining Song"""
Burning Song,Katy Perry,2005,85,"pop,2000s","burning,song,katy perry","Adjective+Type pattern: ""Burning Song"""
Rising Song,Katy Perry,2006,82,"pop,2000s","rising,song,katy perry","Adjective+Type pattern: ""Rising Song"""
Blue Track,Katy Perry,2001,81,"pop,2000s","blue,track,katy perry","Adjective+Type pattern: ""Blue Track"""
Red Track,Katy Perry,2001,80,"pop,2000s","red,track,katy perry","Adjective+Type pattern: ""Red Track"""
Golden Track,Katy Perry,2006,94,"pop,2000s","golden,track,katy perry","Adjective+Type pattern: ""Golden Track"""
Silver Track,Katy Perry,2002,86,"pop,2000s","silver,track,katy perry","Adjective+Type pattern: ""Silver Track"""
Blue Song,Lady Gaga,2001,87,"pop,dance,2000s","blue,song,lady gaga","Adjective+Type pattern: ""Blue Song"""
Red Song,Lady Gaga,2001,95,"pop,dance,2000s","red,song,lady gaga","Adjective+Type pattern: ""Red Song"""
Golden Song,Lady Gaga,2000,81,"pop,dance,2000s","golden,song,lady gaga","Adjective+Type pattern: ""Golden Song"""
Silver Song,Lady Gaga,2005,91,"pop,dance,2000s","silver,song,lady gaga","Adjective+Type pattern: ""Silver Song"""
Dark Song,Lady Gaga,2006,94,"pop,dance,2000s","dark,song,lady gaga","Adjective+Type pattern: ""Dark Song"""
Bright Song,Lady Gaga,2003,86,"pop,dance,2000s","bright,song,lady gaga","Adjective+Type pattern: ""Bright Song"""
