title,artist,year,popularity,tags,phrases
Red Song,Calvin Harris,2017,80,"edm,pop,2010s","red,song,calvin harris"
Golden Song,Calvin Harris,2012,84,"edm,pop,2010s","golden,song,calvin harris"
Silver Song,Calvin Harris,2017,76,"edm,pop,2010s","silver,song,calvin harris"
Dark Song,Calvin Harris,2011,75,"edm,pop,2010s","dark,song,calvin harris"
Bright Song,Calvin Harris,2016,91,"edm,pop,2010s","bright,song,calvin harris"
Sweet Song,Calvin Harris,2017,93,"edm,pop,2010s","sweet,song,calvin harris"
Wild Song,Calvin Harris,2018,77,"edm,pop,2010s","wild,song,calvin harris"
Free Song,Calvin Harris,2018,94,"edm,pop,2010s","free,song,calvin harris"
Lost Song,Calvin Harris,2013,93,"edm,pop,2010s","lost,song,calvin harris"
Found Song,Calvin Harris,2015,92,"edm,pop,2010s","found,song,calvin harris"
True Song,Calvin Harris,2015,78,"edm,pop,2010s","true,song,calvin harris"
Faded Song,Calvin Harris,2017,76,"edm,pop,2010s","faded,song,calvin harris"
Shining Song,Calvin Harris,2018,96,"edm,pop,2010s","shining,song,calvin harris"
Burning Song,Calvin Harris,2019,78,"edm,pop,2010s","burning,song,calvin harris"
Rising Song,Calvin Harris,2014,84,"edm,pop,2010s","rising,song,calvin harris"
Blue Track,Calvin Harris,2010,86,"edm,pop,2010s","blue,track,calvin harris"
Red Track,Calvin Harris,2016,76,"edm,pop,2010s","red,track,calvin harris"
Golden Track,Calvin Harris,2014,94,"edm,pop,2010s","golden,track,calvin harris"
Silver Track,Calvin Harris,2011,89,"edm,pop,2010s","silver,track,calvin harris"
Dark Track,Calvin Harris,2014,77,"edm,pop,2010s","dark,track,calvin harris"
Bright Track,Calvin Harris,2011,84,"edm,pop,2010s","bright,track,calvin harris"
Sweet Track,Calvin Harris,2017,96,"edm,pop,2010s","sweet,track,calvin harris"
Wild Track,Calvin Harris,2015,86,"edm,pop,2010s","wild,track,calvin harris"
Free Track,Calvin Harris,2019,94,"edm,pop,2010s","free,track,calvin harris"
Lost Track,Calvin Harris,2010,84,"edm,pop,2010s","lost,track,calvin harris"
Found Track,Calvin Harris,2015,86,"edm,pop,2010s","found,track,calvin harris"
True Track,Calvin Harris,2011,96,"edm,pop,2010s","true,track,calvin harris"
Faded Track,Calvin Harris,2017,94,"edm,pop,2010s","faded,track,calvin harris"
Shining Track,Calvin Harris,2017,79,"edm,pop,2010s","shining,track,calvin harris"
Blue Song,David Guetta,2019,84,"edm,pop,2010s","blue,song,david guetta"
Red Song,David Guetta,2013,89,"edm,pop,2010s","red,song,david guetta"
Golden Song,David Guetta,2018,79,"edm,pop,2010s","golden,song,david guetta"
Silver Song,David Guetta,2011,80,"edm,pop,2010s","silver,song,david guetta"
Dark Song,David Guetta,2019,90,"edm,pop,2010s","dark,song,david guetta"
Bright Song,David Guetta,2019,86,"edm,pop,2010s","bright,song,david guetta"
Sweet Song,David Guetta,2019,89,"edm,pop,2010s","sweet,song,david guetta"
Wild Song,David Guetta,2014,83,"edm,pop,2010s","wild,song,david guetta"
Free Song,David Guetta,2014,81,"edm,pop,2010s","free,song,david guetta"
Lost Song,David Guetta,2011,78,"edm,pop,2010s","lost,song,david guetta"
Found Song,David Guetta,2016,86,"edm,pop,2010s","found,song,david guetta"
True Song,David Guetta,2014,94,"edm,pop,2010s","true,song,david guetta"
Faded Song,David Guetta,2011,96,"edm,pop,2010s","faded,song,david guetta"
Shining Song,David Guetta,2018,94,"edm,pop,2010s","shining,song,david guetta"
Burning Song,David Guetta,2015,82,"edm,pop,2010s","burning,song,david guetta"
Rising Song,David Guetta,2019,86,"edm,pop,2010s","rising,song,david guetta"
Blue Track,David Guetta,2011,76,"edm,pop,2010s","blue,track,david guetta"
Red Track,David Guetta,2011,86,"edm,pop,2010s","red,track,david guetta"
Golden Track,David Guetta,2013,96,"edm,pop,2010s","golden,track,david guetta"
Silver Track,David Guetta,2017,86,"edm,pop,2010s","silver,track,david guetta"
Dark Track,David Guetta,2019,79,"edm,pop,2010s","dark,track,david guetta"
Bright Track,David Guetta,2014,79,"edm,pop,2010s","bright,track,david guetta"
Sweet Track,David Guetta,2012,93,"edm,pop,2010s","sweet,track,david guetta"
Wild Track,David Guetta,2014,90,"edm,pop,2010s","wild,track,david guetta"
Free Track,David Guetta,2010,81,"edm,pop,2010s","free,track,david guetta"
Blue Song,Zedd,2014,95,"edm,progressive,2010s","blue,song,zedd"
Red Song,Zedd,2012,91,"edm,progressive,2010s","red,song,zedd"
Golden Song,Zedd,2011,88,"edm,progressive,2010s","golden,song,zedd"
Silver Song,Zedd,2015,94,"edm,progressive,2010s","silver,song,zedd"
Dark Song,Zedd,2019,79,"edm,progressive,2010s","dark,song,zedd"
Bright Song,Zedd,2012,79,"edm,progressive,2010s","bright,song,zedd"
Sweet Song,Zedd,2018,82,"edm,progressive,2010s","sweet,song,zedd"
Wild Song,Zedd,2012,94,"edm,progressive,2010s","wild,song,zedd"
Free Song,Zedd,2015,86,"edm,progressive,2010s","free,song,zedd"
Lost Song,Zedd,2012,75,"edm,progressive,2010s","lost,song,zedd"
Found Song,Zedd,2017,75,"edm,progressive,2010s","found,song,zedd"
True Song,Zedd,2011,83,"edm,progressive,2010s","true,song,zedd"
Faded Song,Zedd,2011,78,"edm,progressive,2010s","faded,song,zedd"
Shining Song,Zedd,2010,93,"edm,progressive,2010s","shining,song,zedd"
Burning Song,Zedd,2017,83,"edm,progressive,2010s","burning,song,zedd"
Rising Song,Zedd,2018,92,"edm,progressive,2010s","rising,song,zedd"
Blue Track,Zedd,2018,90,"edm,progressive,2010s","blue,track,zedd"
Red Track,Zedd,2017,80,"edm,progressive,2010s","red,track,zedd"
Golden Track,Zedd,2010,88,"edm,progressive,2010s","golden,track,zedd"
Silver Track,Zedd,2019,94,"edm,progressive,2010s","silver,track,zedd"
Blue Song,Skrillex,2015,91,"dubstep,edm,2010s","blue,song,skrillex"
Red Song,Skrillex,2019,94,"dubstep,edm,2010s","red,song,skrillex"
Golden Song,Skrillex,2017,82,"dubstep,edm,2010s","golden,song,skrillex"
Silver Song,Skrillex,2017,82,"dubstep,edm,2010s","silver,song,skrillex"
Dark Song,Skrillex,2016,79,"dubstep,edm,2010s","dark,song,skrillex"
Bright Song,Skrillex,2017,93,"dubstep,edm,2010s","bright,song,skrillex"
Sweet Song,Skrillex,2014,80,"dubstep,edm,2010s","sweet,song,skrillex"
Wild Song,Skrillex,2019,81,"dubstep,edm,2010s","wild,song,skrillex"
Free Song,Skrillex,2012,82,"dubstep,edm,2010s","free,song,skrillex"
Lost Song,Skrillex,2018,77,"dubstep,edm,2010s","lost,song,skrillex"
Found Song,Skrillex,2012,88,"dubstep,edm,2010s","found,song,skrillex"
True Song,Skrillex,2015,79,"dubstep,edm,2010s","true,song,skrillex"
Faded Song,Skrillex,2017,94,"dubstep,edm,2010s","faded,song,skrillex"
Shining Song,Skrillex,2019,87,"dubstep,edm,2010s","shining,song,skrillex"
Burning Song,Skrillex,2014,83,"dubstep,edm,2010s","burning,song,skrillex"
Rising Song,Skrillex,2012,76,"dubstep,edm,2010s","rising,song,skrillex"
Blue Track,Skrillex,2017,81,"dubstep,edm,2010s","blue,track,skrillex"
Red Track,Skrillex,2019,91,"dubstep,edm,2010s","red,track,skrillex"
Golden Track,Skrillex,2012,94,"dubstep,edm,2010s","golden,track,skrillex"
Silver Track,Skrillex,2018,88,"dubstep,edm,2010s","silver,track,skrillex"
Blue Song,Deadmau5,2016,89,"progressive house,edm,2010s","blue,song,deadmau5"
Red Song,Deadmau5,2017,79,"progressive house,edm,2010s","red,song,deadmau5"
Golden Song,Deadmau5,2010,84,"progressive house,edm,2010s","golden,song,deadmau5"
Silver Song,Deadmau5,2011,91,"progressive house,edm,2010s","silver,song,deadmau5"
Dark Song,Deadmau5,2017,85,"progressive house,edm,2010s","dark,song,deadmau5"
Bright Song,Deadmau5,2018,75,"progressive house,edm,2010s","bright,song,deadmau5"
Sweet Song,Deadmau5,2013,75,"progressive house,edm,2010s","sweet,song,deadmau5"
Wild Song,Deadmau5,2018,95,"progressive house,edm,2010s","wild,song,deadmau5"
Free Song,Deadmau5,2011,75,"progressive house,edm,2010s","free,song,deadmau5"
Lost Song,Deadmau5,2011,85,"progressive house,edm,2010s","lost,song,deadmau5"
Found Song,Deadmau5,2011,77,"progressive house,edm,2010s","found,song,deadmau5"
True Song,Deadmau5,2011,83,"progressive house,edm,2010s","true,song,deadmau5"
Faded Song,Deadmau5,2019,93,"progressive house,edm,2010s","faded,song,deadmau5"
Shining Song,Deadmau5,2014,96,"progressive house,edm,2010s","shining,song,deadmau5"
Burning Song,Deadmau5,2013,89,"progressive house,edm,2010s","burning,song,deadmau5"
Rising Song,Deadmau5,2016,94,"progressive house,edm,2010s","rising,song,deadmau5"
Blue Track,Deadmau5,2016,92,"progressive house,edm,2010s","blue,track,deadmau5"
Red Track,Deadmau5,2014,89,"progressive house,edm,2010s","red,track,deadmau5"
Golden Track,Deadmau5,2013,79,"progressive house,edm,2010s","golden,track,deadmau5"
Silver Track,Deadmau5,2017,82,"progressive house,edm,2010s","silver,track,deadmau5"
Blue Song,Marshmello,2013,94,"future bass,edm,2010s","blue,song,marshmello"
Red Song,Marshmello,2011,75,"future bass,edm,2010s","red,song,marshmello"
Golden Song,Marshmello,2014,77,"future bass,edm,2010s","golden,song,marshmello"
Silver Song,Marshmello,2010,79,"future bass,edm,2010s","silver,song,marshmello"
Dark Song,Marshmello,2017,78,"future bass,edm,2010s","dark,song,marshmello"
Bright Song,Marshmello,2012,81,"future bass,edm,2010s","bright,song,marshmello"
Sweet Song,Marshmello,2019,96,"future bass,edm,2010s","sweet,song,marshmello"
Wild Song,Marshmello,2015,84,"future bass,edm,2010s","wild,song,marshmello"
Free Song,Marshmello,2016,75,"future bass,edm,2010s","free,song,marshmello"
Lost Song,Marshmello,2011,77,"future bass,edm,2010s","lost,song,marshmello"
Found Song,Marshmello,2019,86,"future bass,edm,2010s","found,song,marshmello"
True Song,Marshmello,2016,92,"future bass,edm,2010s","true,song,marshmello"
Faded Song,Marshmello,2011,85,"future bass,edm,2010s","faded,song,marshmello"
Shining Song,Marshmello,2010,80,"future bass,edm,2010s","shining,song,marshmello"
Burning Song,Marshmello,2015,77,"future bass,edm,2010s","burning,song,marshmello"
Rising Song,Marshmello,2014,85,"future bass,edm,2010s","rising,song,marshmello"
Blue Track,Marshmello,2016,85,"future bass,edm,2010s","blue,track,marshmello"
Red Track,Marshmello,2012,77,"future bass,edm,2010s","red,track,marshmello"
Golden Track,Marshmello,2018,88,"future bass,edm,2010s","golden,track,marshmello"
Silver Track,Marshmello,2014,79,"future bass,edm,2010s","silver,track,marshmello"
Blue Song,The Chainsmokers,2010,92,"edm,pop,2010s","blue,song,the chainsmokers"
Red Song,The Chainsmokers,2011,94,"edm,pop,2010s","red,song,the chainsmokers"
Golden Song,The Chainsmokers,2014,90,"edm,pop,2010s","golden,song,the chainsmokers"
Silver Song,The Chainsmokers,2010,78,"edm,pop,2010s","silver,song,the chainsmokers"
Dark Song,The Chainsmokers,2012,96,"edm,pop,2010s","dark,song,the chainsmokers"
Bright Song,The Chainsmokers,2010,80,"edm,pop,2010s","bright,song,the chainsmokers"
Sweet Song,The Chainsmokers,2011,95,"edm,pop,2010s","sweet,song,the chainsmokers"
Wild Song,The Chainsmokers,2012,82,"edm,pop,2010s","wild,song,the chainsmokers"
Free Song,The Chainsmokers,2010,80,"edm,pop,2010s","free,song,the chainsmokers"
Lost Song,The Chainsmokers,2019,88,"edm,pop,2010s","lost,song,the chainsmokers"
Found Song,The Chainsmokers,2011,77,"edm,pop,2010s","found,song,the chainsmokers"
True Song,The Chainsmokers,2017,92,"edm,pop,2010s","true,song,the chainsmokers"
Faded Song,The Chainsmokers,2010,95,"edm,pop,2010s","faded,song,the chainsmokers"
Shining Song,The Chainsmokers,2019,83,"edm,pop,2010s","shining,song,the chainsmokers"
Burning Song,The Chainsmokers,2018,93,"edm,pop,2010s","burning,song,the chainsmokers"
Rising Song,The Chainsmokers,2015,78,"edm,pop,2010s","rising,song,the chainsmokers"
Blue Track,The Chainsmokers,2012,85,"edm,pop,2010s","blue,track,the chainsmokers"
Red Track,The Chainsmokers,2017,84,"edm,pop,2010s","red,track,the chainsmokers"
Golden Track,The Chainsmokers,2019,89,"edm,pop,2010s","golden,track,the chainsmokers"
Silver Track,The Chainsmokers,2014,76,"edm,pop,2010s","silver,track,the chainsmokers"
Rolling in the Deep,Adele,2019,78,"pop,soul,2010s","rolling in deep,fire starting,heart,reached fever pitch"
Someone Like You,Adele,2016,82,"pop,ballad,2010s","someone like you,never mind,find,bittersweet,memories"
Shake It Off,Taylor Swift,2015,95,"pop,2010s,upbeat","shake it off,haters gonna hate,break"
Blank Space,Taylor Swift,2019,86,"pop,2010s","blank space,nice to meet,nightmare dressed daydream"
Bad Romance,Lady Gaga,2014,87,"pop,dance,2010s","bad romance,caught in bad,rah rah"
Poker Face,Lady Gaga,2011,82,"pop,dance,2010s","poker face,muffin,bluffin"
Happy,Pharrell Williams,2011,90,"pop,2010s,feel-good","happy,clap along,room without roof"
Uptown Funk,Mark Ronson ft. Bruno Mars,2014,91,"funk,pop,2010s","uptown funk,don't believe me,watch"
Royals,Lorde,2011,87,"alt pop,2010s","royals,never be,blood,craving different kind buzz"
Blue Song,Adele,2012,87,"pop,soul,ballad,2010s","blue,song,adele"
Red Song,Adele,2016,83,"pop,soul,ballad,2010s","red,song,adele"
Golden Song,Adele,2012,96,"pop,soul,ballad,2010s","golden,song,adele"
Silver Song,Adele,2017,89,"pop,soul,ballad,2010s","silver,song,adele"
Dark Song,Adele,2015,87,"pop,soul,ballad,2010s","dark,song,adele"
Bright Song,Adele,2012,78,"pop,soul,ballad,2010s","bright,song,adele"
Sweet Song,Adele,2018,85,"pop,soul,ballad,2010s","sweet,song,adele"
Wild Song,Adele,2010,84,"pop,soul,ballad,2010s","wild,song,adele"
Free Song,Adele,2012,79,"pop,soul,ballad,2010s","free,song,adele"
Lost Song,Adele,2018,78,"pop,soul,ballad,2010s","lost,song,adele"
Found Song,Adele,2010,90,"pop,soul,ballad,2010s","found,song,adele"
True Song,Adele,2014,90,"pop,soul,ballad,2010s","true,song,adele"
Faded Song,Adele,2017,79,"pop,soul,ballad,2010s","faded,song,adele"
Shining Song,Adele,2010,91,"pop,soul,ballad,2010s","shining,song,adele"
Burning Song,Adele,2013,85,"pop,soul,ballad,2010s","burning,song,adele"
Rising Song,Adele,2015,84,"pop,soul,ballad,2010s","rising,song,adele"
Blue Track,Adele,2010,91,"pop,soul,ballad,2010s","blue,track,adele"
Red Track,Adele,2016,82,"pop,soul,ballad,2010s","red,track,adele"
Golden Track,Adele,2011,86,"pop,soul,ballad,2010s","golden,track,adele"
Silver Track,Adele,2019,82,"pop,soul,ballad,2010s","silver,track,adele"
Dark Track,Adele,2018,93,"pop,soul,ballad,2010s","dark,track,adele"
Bright Track,Adele,2018,94,"pop,soul,ballad,2010s","bright,track,adele"
Sweet Track,Adele,2019,89,"pop,soul,ballad,2010s","sweet,track,adele"
Wild Track,Adele,2016,95,"pop,soul,ballad,2010s","wild,track,adele"
Free Track,Adele,2012,86,"pop,soul,ballad,2010s","free,track,adele"
Blue Song,Taylor Swift,2014,80,"pop,country pop,2010s","blue,song,taylor swift"
Red Song,Taylor Swift,2015,87,"pop,country pop,2010s","red,song,taylor swift"
Golden Song,Taylor Swift,2011,92,"pop,country pop,2010s","golden,song,taylor swift"
Silver Song,Taylor Swift,2018,82,"pop,country pop,2010s","silver,song,taylor swift"
Dark Song,Taylor Swift,2019,91,"pop,country pop,2010s","dark,song,taylor swift"
Bright Song,Taylor Swift,2012,93,"pop,country pop,2010s","bright,song,taylor swift"
Sweet Song,Taylor Swift,2014,93,"pop,country pop,2010s","sweet,song,taylor swift"
Wild Song,Taylor Swift,2013,97,"pop,country pop,2010s","wild,song,taylor swift"
Free Song,Taylor Swift,2016,85,"pop,country pop,2010s","free,song,taylor swift"
Lost Song,Taylor Swift,2014,88,"pop,country pop,2010s","lost,song,taylor swift"
Found Song,Taylor Swift,2013,88,"pop,country pop,2010s","found,song,taylor swift"
True Song,Taylor Swift,2013,85,"pop,country pop,2010s","true,song,taylor swift"
Faded Song,Taylor Swift,2018,94,"pop,country pop,2010s","faded,song,taylor swift"
Shining Song,Taylor Swift,2017,94,"pop,country pop,2010s","shining,song,taylor swift"
Burning Song,Taylor Swift,2013,82,"pop,country pop,2010s","burning,song,taylor swift"
Rising Song,Taylor Swift,2014,92,"pop,country pop,2010s","rising,song,taylor swift"
Blue Track,Taylor Swift,2016,89,"pop,country pop,2010s","blue,track,taylor swift"
Red Track,Taylor Swift,2010,97,"pop,country pop,2010s","red,track,taylor swift"
Golden Track,Taylor Swift,2015,91,"pop,country pop,2010s","golden,track,taylor swift"
Silver Track,Taylor Swift,2013,94,"pop,country pop,2010s","silver,track,taylor swift"
Dark Track,Taylor Swift,2019,84,"pop,country pop,2010s","dark,track,taylor swift"
Bright Track,Taylor Swift,2016,78,"pop,country pop,2010s","bright,track,taylor swift"
Sweet Track,Taylor Swift,2016,78,"pop,country pop,2010s","sweet,track,taylor swift"
Wild Track,Taylor Swift,2015,79,"pop,country pop,2010s","wild,track,taylor swift"
Free Track,Taylor Swift,2018,90,"pop,country pop,2010s","free,track,taylor swift"
Lost Track,Taylor Swift,2014,78,"pop,country pop,2010s","lost,track,taylor swift"
Found Track,Taylor Swift,2017,91,"pop,country pop,2010s","found,track,taylor swift"
True Track,Taylor Swift,2010,82,"pop,country pop,2010s","true,track,taylor swift"
Faded Track,Taylor Swift,2013,81,"pop,country pop,2010s","faded,track,taylor swift"
Shining Track,Taylor Swift,2011,80,"pop,country pop,2010s","shining,track,taylor swift"
Burning Track,Taylor Swift,2014,78,"pop,country pop,2010s","burning,track,taylor swift"
Rising Track,Taylor Swift,2015,85,"pop,country pop,2010s","rising,track,taylor swift"
Blue Anthem,Taylor Swift,2016,88,"pop,country pop,2010s","blue,anthem,taylor swift"
Red Anthem,Taylor Swift,2010,94,"pop,country pop,2010s","red,anthem,taylor swift"
Golden Anthem,Taylor Swift,2014,92,"pop,country pop,2010s","golden,anthem,taylor swift"
Blue Song,Lady Gaga,2016,93,"pop,dance,2010s","blue,song,lady gaga"
Red Song,Lady Gaga,2010,90,"pop,dance,2010s","red,song,lady gaga"
Golden Song,Lady Gaga,2017,87,"pop,dance,2010s","golden,song,lady gaga"
Silver Song,Lady Gaga,2019,78,"pop,dance,2010s","silver,song,lady gaga"
Dark Song,Lady Gaga,2017,84,"pop,dance,2010s","dark,song,lady gaga"
Bright Song,Lady Gaga,2010,79,"pop,dance,2010s","bright,song,lady gaga"
Sweet Song,Lady Gaga,2010,90,"pop,dance,2010s","sweet,song,lady gaga"
Wild Song,Lady Gaga,2018,81,"pop,dance,2010s","wild,song,lady gaga"
Free Song,Lady Gaga,2018,80,"pop,dance,2010s","free,song,lady gaga"
Lost Song,Lady Gaga,2015,80,"pop,dance,2010s","lost,song,lady gaga"
Found Song,Lady Gaga,2011,97,"pop,dance,2010s","found,song,lady gaga"
True Song,Lady Gaga,2017,88,"pop,dance,2010s","true,song,lady gaga"
Faded Song,Lady Gaga,2011,79,"pop,dance,2010s","faded,song,lady gaga"
Shining Song,Lady Gaga,2010,90,"pop,dance,2010s","shining,song,lady gaga"
Burning Song,Lady Gaga,2014,91,"pop,dance,2010s","burning,song,lady gaga"
Rising Song,Lady Gaga,2019,81,"pop,dance,2010s","rising,song,lady gaga"
Blue Track,Lady Gaga,2019,88,"pop,dance,2010s","blue,track,lady gaga"
Red Track,Lady Gaga,2014,78,"pop,dance,2010s","red,track,lady gaga"
Golden Track,Lady Gaga,2018,89,"pop,dance,2010s","golden,track,lady gaga"
Silver Track,Lady Gaga,2010,84,"pop,dance,2010s","silver,track,lady gaga"
Dark Track,Lady Gaga,2015,82,"pop,dance,2010s","dark,track,lady gaga"
Bright Track,Lady Gaga,2010,85,"pop,dance,2010s","bright,track,lady gaga"
Sweet Track,Lady Gaga,2019,88,"pop,dance,2010s","sweet,track,lady gaga"
Wild Track,Lady Gaga,2010,82,"pop,dance,2010s","wild,track,lady gaga"
Free Track,Lady Gaga,2018,83,"pop,dance,2010s","free,track,lady gaga"
Blue Song,Bruno Mars,2018,82,"pop,funk,r&b,2010s","blue,song,bruno mars"
Red Song,Bruno Mars,2015,94,"pop,funk,r&b,2010s","red,song,bruno mars"
Golden Song,Bruno Mars,2013,91,"pop,funk,r&b,2010s","golden,song,bruno mars"
Silver Song,Bruno Mars,2017,80,"pop,funk,r&b,2010s","silver,song,bruno mars"
Dark Song,Bruno Mars,2018,94,"pop,funk,r&b,2010s","dark,song,bruno mars"
Bright Song,Bruno Mars,2017,94,"pop,funk,r&b,2010s","bright,song,bruno mars"
Sweet Song,Bruno Mars,2013,86,"pop,funk,r&b,2010s","sweet,song,bruno mars"
Wild Song,Bruno Mars,2019,78,"pop,funk,r&b,2010s","wild,song,bruno mars"
Free Song,Bruno Mars,2014,89,"pop,funk,r&b,2010s","free,song,bruno mars"
Lost Song,Bruno Mars,2015,97,"pop,funk,r&b,2010s","lost,song,bruno mars"
Found Song,Bruno Mars,2010,86,"pop,funk,r&b,2010s","found,song,bruno mars"
True Song,Bruno Mars,2014,88,"pop,funk,r&b,2010s","true,song,bruno mars"
Faded Song,Bruno Mars,2017,89,"pop,funk,r&b,2010s","faded,song,bruno mars"
Shining Song,Bruno Mars,2015,93,"pop,funk,r&b,2010s","shining,song,bruno mars"
Burning Song,Bruno Mars,2011,81,"pop,funk,r&b,2010s","burning,song,bruno mars"
Rising Song,Bruno Mars,2018,97,"pop,funk,r&b,2010s","rising,song,bruno mars"
Blue Track,Bruno Mars,2017,95,"pop,funk,r&b,2010s","blue,track,bruno mars"
Red Track,Bruno Mars,2018,78,"pop,funk,r&b,2010s","red,track,bruno mars"
Golden Track,Bruno Mars,2018,93,"pop,funk,r&b,2010s","golden,track,bruno mars"
Silver Track,Bruno Mars,2015,82,"pop,funk,r&b,2010s","silver,track,bruno mars"
Dark Track,Bruno Mars,2010,94,"pop,funk,r&b,2010s","dark,track,bruno mars"
Bright Track,Bruno Mars,2012,96,"pop,funk,r&b,2010s","bright,track,bruno mars"
Sweet Track,Bruno Mars,2010,94,"pop,funk,r&b,2010s","sweet,track,bruno mars"
Wild Track,Bruno Mars,2012,88,"pop,funk,r&b,2010s","wild,track,bruno mars"
Free Track,Bruno Mars,2012,84,"pop,funk,r&b,2010s","free,track,bruno mars"
Lost Track,Bruno Mars,2010,91,"pop,funk,r&b,2010s","lost,track,bruno mars"
Found Track,Bruno Mars,2011,84,"pop,funk,r&b,2010s","found,track,bruno mars"
True Track,Bruno Mars,2019,95,"pop,funk,r&b,2010s","true,track,bruno mars"
Faded Track,Bruno Mars,2018,80,"pop,funk,r&b,2010s","faded,track,bruno mars"
Shining Track,Bruno Mars,2014,81,"pop,funk,r&b,2010s","shining,track,bruno mars"
Blue Song,Ed Sheeran,2017,93,"pop,acoustic,2010s","blue,song,ed sheeran"
Red Song,Ed Sheeran,2012,97,"pop,acoustic,2010s","red,song,ed sheeran"
Golden Song,Ed Sheeran,2017,86,"pop,acoustic,2010s","golden,song,ed sheeran"
Silver Song,Ed Sheeran,2019,97,"pop,acoustic,2010s","silver,song,ed sheeran"
Dark Song,Ed Sheeran,2016,82,"pop,acoustic,2010s","dark,song,ed sheeran"
Bright Song,Ed Sheeran,2011,94,"pop,acoustic,2010s","bright,song,ed sheeran"
Sweet Song,Ed Sheeran,2016,88,"pop,acoustic,2010s","sweet,song,ed sheeran"
Wild Song,Ed Sheeran,2014,85,"pop,acoustic,2010s","wild,song,ed sheeran"
Free Song,Ed Sheeran,2019,84,"pop,acoustic,2010s","free,song,ed sheeran"
Lost Song,Ed Sheeran,2014,86,"pop,acoustic,2010s","lost,song,ed sheeran"
Found Song,Ed Sheeran,2016,87,"pop,acoustic,2010s","found,song,ed sheeran"
True Song,Ed Sheeran,2015,93,"pop,acoustic,2010s","true,song,ed sheeran"
Faded Song,Ed Sheeran,2013,90,"pop,acoustic,2010s","faded,song,ed sheeran"
Shining Song,Ed Sheeran,2015,90,"pop,acoustic,2010s","shining,song,ed sheeran"
Burning Song,Ed Sheeran,2010,94,"pop,acoustic,2010s","burning,song,ed sheeran"
Rising Song,Ed Sheeran,2010,88,"pop,acoustic,2010s","rising,song,ed sheeran"
Blue Track,Ed Sheeran,2018,82,"pop,acoustic,2010s","blue,track,ed sheeran"
Red Track,Ed Sheeran,2014,84,"pop,acoustic,2010s","red,track,ed sheeran"
Golden Track,Ed Sheeran,2018,78,"pop,acoustic,2010s","golden,track,ed sheeran"
Silver Track,Ed Sheeran,2019,84,"pop,acoustic,2010s","silver,track,ed sheeran"
Dark Track,Ed Sheeran,2012,95,"pop,acoustic,2010s","dark,track,ed sheeran"
Bright Track,Ed Sheeran,2012,97,"pop,acoustic,2010s","bright,track,ed sheeran"
Sweet Track,Ed Sheeran,2016,90,"pop,acoustic,2010s","sweet,track,ed sheeran"
Wild Track,Ed Sheeran,2012,89,"pop,acoustic,2010s","wild,track,ed sheeran"
Free Track,Ed Sheeran,2019,85,"pop,acoustic,2010s","free,track,ed sheeran"
Lost Track,Ed Sheeran,2018,88,"pop,acoustic,2010s","lost,track,ed sheeran"
Found Track,Ed Sheeran,2012,89,"pop,acoustic,2010s","found,track,ed sheeran"
True Track,Ed Sheeran,2014,78,"pop,acoustic,2010s","true,track,ed sheeran"
Faded Track,Ed Sheeran,2019,94,"pop,acoustic,2010s","faded,track,ed sheeran"
Shining Track,Ed Sheeran,2019,97,"pop,acoustic,2010s","shining,track,ed sheeran"
Blue Song,Ariana Grande,2018,85,"pop,r&b,2010s","blue,song,ariana grande"
Red Song,Ariana Grande,2010,91,"pop,r&b,2010s","red,song,ariana grande"
Golden Song,Ariana Grande,2010,97,"pop,r&b,2010s","golden,song,ariana grande"
Silver Song,Ariana Grande,2019,80,"pop,r&b,2010s","silver,song,ariana grande"
Dark Song,Ariana Grande,2014,97,"pop,r&b,2010s","dark,song,ariana grande"
Bright Song,Ariana Grande,2018,84,"pop,r&b,2010s","bright,song,ariana grande"
Sweet Song,Ariana Grande,2017,83,"pop,r&b,2010s","sweet,song,ariana grande"
Wild Song,Ariana Grande,2018,88,"pop,r&b,2010s","wild,song,ariana grande"
Free Song,Ariana Grande,2010,91,"pop,r&b,2010s","free,song,ariana grande"
Lost Song,Ariana Grande,2019,88,"pop,r&b,2010s","lost,song,ariana grande"
Found Song,Ariana Grande,2010,82,"pop,r&b,2010s","found,song,ariana grande"
True Song,Ariana Grande,2016,84,"pop,r&b,2010s","true,song,ariana grande"
Faded Song,Ariana Grande,2018,78,"pop,r&b,2010s","faded,song,ariana grande"
Shining Song,Ariana Grande,2016,79,"pop,r&b,2010s","shining,song,ariana grande"
Burning Song,Ariana Grande,2018,89,"pop,r&b,2010s","burning,song,ariana grande"
Rising Song,Ariana Grande,2011,86,"pop,r&b,2010s","rising,song,ariana grande"
Blue Track,Ariana Grande,2012,96,"pop,r&b,2010s","blue,track,ariana grande"
Red Track,Ariana Grande,2018,80,"pop,r&b,2010s","red,track,ariana grande"
Golden Track,Ariana Grande,2015,83,"pop,r&b,2010s","golden,track,ariana grande"
Silver Track,Ariana Grande,2012,90,"pop,r&b,2010s","silver,track,ariana grande"
Dark Track,Ariana Grande,2018,79,"pop,r&b,2010s","dark,track,ariana grande"
Bright Track,Ariana Grande,2019,94,"pop,r&b,2010s","bright,track,ariana grande"
Sweet Track,Ariana Grande,2016,97,"pop,r&b,2010s","sweet,track,ariana grande"
Wild Track,Ariana Grande,2014,85,"pop,r&b,2010s","wild,track,ariana grande"
